name,source_url,description,category,era,location,museum,material,dimensions,image_url,related_artifacts
三星堆出土玉边璋,https://zh.wikipedia.org/wiki/%E4%B8%89%E6%98%9F%E5%A0%86%E5%87%BA%E5%9C%9F%E7%8E%89%E8%BE%B9%E7%92%8B,三星堆出土玉边璋于1986年从中國四川省广汉市三星堆遗址一号祭祀坑出土，通长54.5厘米，呈刀形，两面满饰图案，据研究所刻画为原始宗教的祭祀场面。,1986年考古发现 | 三星堆遗址 | 中國玉器 | 全部小作品 | 其他需要專家關注的頁面,商,四川省 广汉市 （1986年）,广汉三星堆博物馆,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Sanxingdui_Oct_2007_518.jpg/250px-Sanxingdui_Oct_2007_518.jpg,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
金版,https://zh.wikipedia.org/wiki/%E9%87%91%E7%89%88,"金版，或称爰（凵ㄢˊ）金、印子金、楚金钣、楚金版等，中国古代货币，春秋晚期到战国末期的黄金称量货币，铸行于楚国。金版的形状多为版形，亦有饼形，多带有钤刻文字。
金币上带有的文字有“郢（一ㄥˇ）爰”、“陳爰”、“專爰”、“䣓爰”、“鑪金”、“垂丘”、“”等印记，其中“郢”、“陈”、“专”等均为地名，“爰”或释读为“爯”，为古代一种重量单位或货币单位，说法不一。
金版在湖北、湖南、安徽、陕西、河南、山东和江苏等省都有出土。出土的金版最多的是“郢爰”。已发现的整版“郢爰”印有戳记多在五十个左右，每件约重250至260克。爰金含金量非常高，一般在93%－97%之间，只有少量的会在85%左右。",中国一级文物 | 中国金币 | 中文銘文 | 使用Unicode扩展汉字的条目 | 先秦货币,,,,,,,
商周甲胄,https://zh.wikipedia.org/wiki/%E5%95%86%E5%91%A8%E7%94%B2%E8%83%84,中国古代的商朝与西周皆為青铜器高度发展的年代，青铜器的发展亦影响商周时期军队盔甲的形制。,中国盔甲 | 周朝军事 | 周朝青铜器 | 商朝军事 | 商朝青铜器,,,,,,,
河姆渡出土陶灶,https://zh.wikipedia.org/wiki/%E6%B2%B3%E5%A7%86%E6%B8%A1%E5%87%BA%E5%9C%9F%E9%99%B6%E7%81%B6,河姆渡出土陶灶是中华人民共和国禁止出境展览文物之一，于1977年在浙江河姆渡新石器时代遗址出土。陶灶通长55厘米、口宽37厘米、通高25厘米，为夹砂灰陶。现藏于浙江省博物馆。,1977年考古发现 | 余姚市 | 宁波文物 | 河姆渡文化 | 浙江省博物館藏品,新石器时代,浙江省 余姚县 （1977年）,浙江省博物馆,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/20250722_Pottery_stove_in_the_Zhejiang_Provincial_Museum.jpg/250px-20250722_Pottery_stove_in_the_Zhejiang_Provincial_Museum.jpg,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
玉神面,https://zh.wikipedia.org/wiki/%E7%8E%89%E7%A5%9E%E9%9D%A2,玉神面，为中华人民共和国山西博物院藏的一个新石器时代玉器文物，时代约公元前2500年，为国家一级文物。,中国一级文物 | 山西博物院藏品 | 引文格式1错误：日期 | 龙山文化,,,,,,,
大禾方鼎,https://zh.wikipedia.org/wiki/%E5%A4%A7%E7%A6%BE%E6%96%B9%E9%BC%8E,大禾方鼎，又名人面纹方鼎，是商周时期的铸品，为国家一级文物，现藏湖南省博物馆。,中文銘文 | 商鼎 | 宁乡历史 | 湖南一级文物 | 湖南省博物馆藏品,商,湖南省 宁乡县 黄材镇,湖南博物院,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Bronze_square_ding_%28cauldron%29_with_human_faces.jpg/250px-Bronze_square_ding_%28cauldron%29_with_human_faces.jpg,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 小臣艅犀尊 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
彩陶八角星纹豆,https://zh.wikipedia.org/wiki/%E5%BD%A9%E9%99%B6%E5%85%AB%E8%A7%92%E6%98%9F%E7%BA%B9%E8%B1%86,彩陶八角星纹豆，或称八角星纹彩陶豆、新石器时代大汶口文化彩陶八角星纹豆，1978年出土于山东省泰安市大汶口遗址第1013号墓（M1013:1），是一件典型的大汶口文化彩陶器。现藏于山东博物馆，属于禁止出境展览文物。,大汶口文化 | 山东博物馆藏品 | 禁止出境展览文物,新石器时代,山东 泰安 （1978年）,山东博物馆,陶,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/%E5%A4%A7%E6%B1%B6%E5%8F%A3%E5%85%AB%E8%A7%92%E6%98%9F%E7%BA%B9%E9%99%B6%E8%B1%86%2C_2025-06-20_01.jpg/250px-%E5%A4%A7%E6%B1%B6%E5%8F%A3%E5%85%AB%E8%A7%92%E6%98%9F%E7%BA%B9%E9%99%B6%E8%B1%86%2C_2025-06-20_01.jpg,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
璺鼎,https://zh.wikipedia.org/wiki/%E7%92%BA%E9%BC%8E,璺（wèn）鼎，又名周公東征方鼎、豐白鼎，是西周早期青銅器。1927年在陝西寶雞出土，現在藏於美國舊金山亞洲藝術博物館。,中文銘文 | 使用了两种注音方式的页面 | 含有注音符號的條目 | 含有漢語拼音的條目 | 旧金山亚洲艺术博物馆藏品,,,,,,,
吉祥遍至口合本续,https://zh.wikipedia.org/wiki/%E5%90%89%E7%A5%A5%E9%81%8D%E8%87%B3%E5%8F%A3%E5%90%88%E6%9C%AC%E7%BB%AD,"《吉祥遍至口合本续》（西夏語：𘀄𘓄𗄊𗫡𗋈𘜼𗰜𗺓，直译：「吉祥周遍口合本續」，也做吉祥遍至口和本续）是藏传佛教经典的西夏文译本，也是目前已知世界上最早的木活字版印本。1991年出土于宁夏贺兰县拜寺沟方塔。现藏宁夏文物考古研究所。
列入第一批中国档案文献遗产。",中国佛教文物 | 含有非中文內容的條目 | 密教部 | 活字印刷术 | 禁止出境展览文物,西夏,宁夏 贺兰县 （1991年）,宁夏文物考古研究所,,,https://upload.wikimedia.org/wikipedia/commons/0/04/%E5%90%89%E7%A5%A5%E9%81%8D%E8%87%B3%E5%8F%A3%E5%92%8C%E6%9C%AC%E7%BB%AD%E5%B0%81%E9%9D%A2.jpg,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
徐子氽鼎,https://zh.wikipedia.org/wiki/%E5%BE%90%E5%AD%90%E6%B0%BD%E9%BC%8E,徐子氽（tǔn）鼎又称徐子鼎，是春秋时期诸侯国徐国制造的青铜器。是徐国国君子「氽」的随葬品。1965年出土于山东省费县城北上治公社的台子沟。同期出土铜鼎两件，另一件无铭文。出土地位于东蒙山之麓。被认为是徐国祭祀东蒙山之遗物。评定为国家一级文物藏品，由费县文物管理部门收藏。,中国一级文物 | 中文銘文 | 临沂文物 | 使用了两种注音方式的页面 | 含有注音符號的條目,,,,,,,
它盘,https://zh.wikipedia.org/wiki/%E5%AE%83%E7%9B%98,它盘，中国西周时期的一件青铜器，器形为盛水器“盘”，是贵族宴飨时行沃盥之礼所用。该器1963年出土于陕西省扶风县齐家村西周铜器窖藏。盘内底部有“”形一字铭文，并因而得名。现藏于陕西历史博物馆。,中文銘文 | 宝鸡文物 | 扶風縣 | 盘 (青铜器) | 西周青铜器,,,,,,,
五代耀州窑青釉刻花提梁倒流壶,https://zh.wikipedia.org/wiki/%E4%BA%94%E4%BB%A3%E8%80%80%E5%B7%9E%E7%AA%91%E9%9D%92%E9%87%89%E5%88%BB%E8%8A%B1%E6%8F%90%E6%A2%81%E5%80%92%E6%B5%81%E5%A3%B6,五代耀州窑青釉刻花提梁倒流壶，耀州窑五代时期的瓷器，1968年出土于陕西彬县，国家一级文物，国家文物局于2013年8月19日将其列入了《第三批禁止出境展览文物目录》，现藏于陕西历史博物馆。,五代十国文物 | 五代瓷器 | 咸阳文物 | 彬州市 | 提壺,五代十国,陕西 彬县 （1968年）,陕西历史博物馆,瓷,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/%E9%9D%92%E9%87%89%E6%8F%90%E6%A2%81%E5%80%92%E6%B3%A8%E7%93%B7%E5%A3%B6_20140502.JPG/250px-%E9%9D%92%E9%87%89%E6%8F%90%E6%A2%81%E5%80%92%E6%B3%A8%E7%93%B7%E5%A3%B6_20140502.JPG,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 逨盘 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
逨盘,https://zh.wikipedia.org/wiki/%E9%80%A8%E7%9B%98,逨盘，或称西周逨盘，一件中国西周时期的青铜器，器形为四足附耳盘，于2003年1月19日在陕西省宝鸡市眉县常兴镇杨家村出土。该盘的盘底有21行372字的铭文，记载了单氏家族8代人辅佐西周12位周天子的历史，铭文印证了史籍中对周王世系的记载。通过铭文可知该盘的作器者名为“逨”，因而得名“逨盘”。该盘被中国国家文物局收录到了2013年8月19日发布《第三批禁止出境展览文物目录》中，属于禁止出境展览文物。该盘现收藏于宝鸡青铜器博物院。,2003年考古发现 | 中文銘文 | 含有明確引用中文的條目 | 宝鸡文物 | 宝鸡青铜器博物院藏品,西周,陕西 眉县 杨家村窖藏（2003年）,宝鸡青铜器博物院,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Lai_Pan.JPG/250px-Lai_Pan.JPG,“五星出东方利中国”护膊 | 㝬簋 | 七孔玉刀 | 三星堆出土玉边璋 | 三星堆金杖 | 中山王铁足铜鼎 | 五代耀州窑青釉刻花提梁倒流壶 | 五牛圖 | 人物御龙帛画 | 人物龙凤帛画 | 人面鱼纹彩陶盆 | 伯矩鬲 | 何尊 | 八重宝函 | 兽首玛瑙杯 | 凤冠 (定陵) | 刘胜金缕玉衣 | 利簋 | 勘书图 | 北宋刻本《范仲淹文集》 | 卓歇图 | 双鸟朝阳纹牙雕 | 史墙盘 | 吉祥遍至口合本续 | 后母戊鼎 | 唐长沙窑青釉褐彩贴花人物纹壶 | 商周太阳神鸟金饰 | 四羊方尊 | 夏景山口待渡图 | 大克鼎 | 大玉戈 | 大盂鼎 | 大禾方鼎 | 大秦景教流行中国碑 | 天亡簋 | 太保鼎 | 子龙鼎 | 岳麓秦简 | 嵌绿松石象牙杯 | 常阳太尊石像 | 平复帖 | 張好好詩 | 彩漆木雕小座屏 | 彩绘人物故事漆屏 | 彩绘鹳鱼石斧图陶缸 | 彩陶八角星纹豆 | 挥扇仕女图 | 昭陵六骏 | 晉侯穌編鐘 | 景雲鐘 | 曾侯乙墓外棺 | 曾侯乙编钟 | 曾侯乙青铜尊盘 | 朱然墓出土漆木屐 | 朱然墓出土贵族生活图漆盘 | 杀人祭柱场面贮贝器 | 步辇图 | 毛公鼎 | 水晶杯 | 河姆渡出土朱漆碗 | 河姆渡出土陶灶 | 涅槃變相碑 | 淅川出土铜禁 | 淳化大鼎 | 清明上河圖 | 渔村小雪图 | 游春图 | 滇王之印 | 玉琮王 | 皇后之玺 | 直裾素紗襌衣 | 石鼓 (先秦) | 神兽纹玉樽 | 禁止出境展览文物 | 竹林七賢與榮啟期 | 红地对人兽树纹罽袍 | 红山文化女神像 | 红山文化玉龙 | 舞马衔杯仿皮囊式银壶 | 苦笋帖 | 莲鹤方壶 | 虢季子白盘 | 角形玉杯 | 诅盟场面贮贝器 | 识文彩绘盝顶长方形漆奁 | 越王勾践剑 | 趙佶草書千字文 | 鑄客銅鼎 | 铜奔马 | 铜浮屠 | 铜车马 | 铜错金银四龙四凤方案 | 長信宮燈 | 陶鹰鼎 | 隋白釉龙柄双联传瓶 | 青花釉里红瓷仓 | 青铜神树 | 青铜立人像 | 鞍马出行图 | 韩熙载夜宴图 | 马王堆一号墓木棺椁 | 马王堆一号汉墓帛画 | 马王堆帛书周易 | 高逸图 | 鸭形玻璃注 | 黑漆朱绘六博具 | 齐王墓青铜方镜
